Age,Gender,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
60,Non-binary,71457,753,30657,Auto,Unemployed,1,Poor,0.514007943,68412,2,New Heather,MA,Saint Martin,4,1,Medium
61,Non-binary,102684,634,19182,Business,Employed,10,Excellent,0.435103483,72540,0,North Jessicaside,VI,Algeria,2,0,Medium
19,Non-binary,46170,635,34394,Personal,Employed,11,Excellent,0.542501996,110425,3,Williamport,IA,Estonia,0,0,Low
23,Non-binary,50183,736,8893,Personal,Unemployed,1,Good,0.492173698,59087,0,Cochranfort,CO,Italy,0,0,Low
63,Non-binary,21135,732,49014,Business,Employed,19,Good,0.49546261,177327,2,North Jessica,AL,Vanuatu,1,2,Low
38,Non-binary,106378,613,12229,Home,Employed,1,Good,0.122799992,260176,,West Marcuschester,MS,China,3,2,Medium
31,Non-binary,61057,775,36454,Personal,Unemployed,10,Excellent,0.308930088,58628,1,Lake Janice,TN,Sierra Leone,4,1,Low
68,Non-binary,71986,670,36843,Personal,Self-employed,9,Good,0.446109113,211943,0,Jodihaven,AS,Togo,0,0,Low
32,Male,48082,639,9937,Home,Unemployed,18,Excellent,0.343449067,297632,1,Lopezfurt,DC,Serbia,3,2,Medium
43,Male,117898,733,27737,Home,Self-employed,11,Excellent,0.343808729,271268,3,Richardsland,ME,Saint Barthelemy,1,2,Low
54,Non-binary,28083,638,31626,Personal,Unemployed,12,Poor,0.261662771,240980,4,Port Kathleenhaven,AL,Qatar,4,1,Low
66,Non-binary,54592,776,22994,Home,Self-employed,12,Fair,0.535285415,152199,0,Curryhaven,NM,Mauritius,4,1,Low
20,Male,48281,755,9518,Auto,Employed,10,Fair,0.158545807,59184,3,North Johnnybury,NY,Djibouti,0,1,Medium
64,Female,68838,660,26275,Personal,Employed,6,Fair,0.343875451,269138,,Michellefurt,FL,Uganda,0,1,Low
39,Female,31251,625,19833,Business,Unemployed,19,Fair,0.49750222,169675,1,Lake Elizabethfort,FL,Sudan,2,0,Low
29,Female,61201,620,33652,Business,Employed,6,Poor,0.516994507,244228,4,Lindachester,CT,France,0,2,Low
24,Female,62631,610,15738,Business,Unemployed,0,Excellent,0.16757722,240332,1,South Rebeccaville,TX,Saint Lucia,4,0,Medium
48,Non-binary,71658,707,7839,Auto,Self-employed,9,Poor,0.233182977,181511,1,Port Billy,TN,Andorra,2,0,Medium
61,Female,24153,769,44606,Business,Unemployed,17,Fair,0.364587881,271066,,West Jill,RI,Bahrain,3,1,Medium
24,Male,112345,765,5715,Business,Employed,15,Poor,0.583298646,291385,4,Keithbury,OR,Bahamas,1,0,Low
54,Female,111903,632,23691,Auto,Employed,2,Good,0.470446902,188922,2,Port Tammy,GA,San Marino,0,2,Low
58,Female,98027,779,11580,Home,Self-employed,4,Good,0.363622224,113784,2,South Lisa,AZ,Papua New Guinea,1,0,Medium
53,Male,119655,772,20173,Auto,Self-employed,12,Excellent,0.201695984,195572,4,Conwaymouth,NM,Singapore,0,2,Low
18,Non-binary,69862,793,46612,Auto,Employed,1,Poor,0.567811918,284107,3,South Bryanside,NH,Malta,0,0,Low
45,Male,98066,723,34120,Personal,Self-employed,18,Poor,0.531825713,120055,1,South Lisaville,MS,Greenland,,1,High
68,Female,68707,643,15951,Auto,Self-employed,12,Poor,0.314789341,144979,,New Maria,ID,Ghana,3,1,Low
55,Non-binary,83308,613,48426,Personal,Self-employed,12,Fair,0.387427745,126894,3,Steelehaven,IL,Brunei Darussalam,0,1,Low
40,Non-binary,33079,707,13770,Home,Unemployed,6,Fair,0.48752531,223038,4,Kellymouth,IL,Botswana,4,0,Low
68,Female,101171,746,33368,Home,Unemployed,0,Fair,0.34860512,170018,2,West Glennburgh,VA,Japan,3,0,Medium
22,Female,37986,704,27029,Business,Self-employed,17,Poor,0.104369709,166714,0,Lindaview,OK,Kenya,2,0,Low
61,Male,66612,686,45583,Personal,Employed,7,Excellent,0.11125728,32208,2,Tonyaton,AL,Niue,4,0,Low
22,Non-binary,54296,688,18432,Personal,Employed,18,Good,0.134128817,145527,1,Martinezmouth,IA,Poland,1,0,Low
23,Female,89563,722,6331,Home,Employed,17,Good,0.149540579,65227,0,Gloverstad,DE,Zambia,3,0,Low
59,Female,118994,636,17254,Auto,Self-employed,13,Good,0.463204308,120646,2,West Crystal,ID,Trinidad and Tobago,4,0,Medium
65,Female,94289,746,41806,Business,Unemployed,9,Good,0.488433328,110057,2,West Tylermouth,MD,Georgia,4,0,Low
43,Male,33706,700,21272,Auto,Unemployed,15,Good,0.484584075,25596,4,Lake Janefort,OR,Belarus,2,1,Medium
62,Non-binary,43237,698,9165,Business,Employed,17,Excellent,0.161131989,162761,1,Martinezhaven,NE,Guernsey,3,1,Medium
52,Non-binary,113885,758,45431,Home,Employed,2,Excellent,0.418271615,65753,2,Jamesmouth,NY,Colombia,3,2,Low
24,Female,41162,646,47191,Home,Unemployed,0,Excellent,0.418394011,116129,1,Williamchester,UT,Ethiopia,,2,High
65,Male,63401,635,40030,Personal,Employed,4,Poor,0.48803986,200753,2,Jamesview,SC,Grenada,2,2,Low
57,Non-binary,108148,633,23508,Home,Unemployed,8,Fair,0.202647016,259766,2,Samuelton,ME,Pakistan,0,1,Medium
64,Female,103967,668,8513,Business,Employed,1,Excellent,0.386088348,139932,2,Lake Jamie,DC,United Arab Emirates,1,2,Medium
33,Non-binary,116969,694,5465,Personal,Employed,2,Poor,0.138078181,155501,1,Garciafort,KY,Guernsey,,0,Medium
19,Male,24163,753,14362,Auto,Employed,19,Excellent,0.299366042,116590,0,West Michelleville,CO,Latvia,4,1,High
44,Female,78906,657,29796,Auto,Unemployed,4,Fair,0.168169584,149758,0,New Joseph,IL,Pitcairn Islands,,0,Low
23,Non-binary,44660,688,19474,Home,Unemployed,14,Excellent,0.129733424,290916,2,Donaldsonfurt,MA,Tuvalu,4,0,Medium
37,Male,44806,756,5565,Auto,Self-employed,1,Good,0.183583531,40603,4,East Anneshire,MD,Trinidad and Tobago,,0,High
36,Non-binary,105523,664,23710,Personal,Employed,13,Good,0.415573705,91365,0,Port Carrie,OK,Brazil,,1,Low
34,Female,105807,730,26131,Personal,Unemployed,13,Good,0.192396181,202969,2,Port Sarah,CT,Israel,,2,Medium
57,Female,92043,609,9274,Home,Unemployed,10,Good,0.133874323,104422,3,Jonesfurt,DE,Uruguay,0,0,Low
54,Male,87381,617,12611,Personal,Employed,17,Poor,0.470407521,241773,2,Fosterstad,MD,Sweden,0,2,Low
43,Non-binary,61132,700,5654,Home,Employed,18,Poor,0.336442965,246098,0,Jasonland,NJ,Guyana,1,0,High
50,Male,118833,750,12087,Home,Unemployed,0,Poor,0.404471323,115796,,Williamsburgh,WY,Niger,3,0,Low
19,Male,56726,665,7275,Business,Employed,18,Good,0.133825566,36002,4,Jeffview,NE,Panama,,2,Medium
21,Male,105381,631,49073,Home,Employed,3,Good,0.483040205,294640,0,Perryport,ME,Cambodia,2,2,Medium
52,Male,33065,634,48272,Home,Self-employed,13,Fair,0.365278166,129573,2,Jeanhaven,MT,United States Minor Outlying Islands,1,1,Medium
55,Female,26800,731,46575,Home,Self-employed,17,Fair,0.273535982,170870,4,North Ryan,TN,Iran,1,0,Low
61,Non-binary,21620,760,21882,Auto,Self-employed,7,Fair,0.222733203,121171,4,Cassandrachester,WV,Djibouti,0,1,Low
26,Male,39307,631,42994,Auto,Unemployed,19,Excellent,0.23911859,143189,4,South Adam,DC,Portugal,2,2,Medium
48,Male,115001,652,25286,Personal,Unemployed,7,Excellent,0.365966576,63368,1,Wardton,UT,China,2,0,Low
66,Female,105641,768,35759,Auto,Employed,4,Poor,0.457216828,290309,4,Port Paul,SD,Saint Helena,2,2,Low
18,Non-binary,32501,789,28289,Personal,Unemployed,4,Poor,0.203914338,251867,2,Turnerchester,ID,Qatar,1,1,Medium
25,Non-binary,78639,707,13554,Personal,Employed,17,Excellent,0.177606796,271003,1,Port Theresaville,PW,Nauru,3,1,Medium
31,Female,60821,600,6571,Auto,Self-employed,15,Good,0.358475381,56937,1,Port Keith,VT,Sweden,0,0,Low
36,Female,36108,654,47629,Personal,Employed,10,Excellent,0.549394562,159077,2,South Gregory,MP,Albania,0,1,Low
55,Male,105312,622,42011,Personal,Unemployed,18,Poor,0.341497722,191572,0,South Crystalfort,DC,Lao People's Democratic Republic,,0,High
45,Non-binary,97755,714,47459,Business,Unemployed,4,Good,0.195046674,263004,1,Flemingbury,OK,Northern Mariana Islands,0,1,Low
58,Non-binary,72890,729,44683,Personal,Self-employed,15,Good,0.20513937,43986,0,Munozmouth,AK,Mali,0,1,Low
30,Non-binary,38268,784,18878,Home,Self-employed,11,Poor,0.526359729,150597,,Adamsport,WV,Christmas Island,1,1,Low
57,Female,34987,677,7301,Personal,Employed,12,Poor,0.393403747,160851,4,Navarroburgh,MH,Saint Vincent and the Grenadines,2,2,Medium
57,Male,90030,690,43194,Business,Employed,12,Good,0.444593356,124972,0,Priceview,TN,North Macedonia,0,0,High
59,Non-binary,102168,790,13869,Home,Employed,0,Poor,0.583677779,166313,3,East Nathanhaven,MT,Tokelau,1,0,Low
34,Male,117686,701,30563,Personal,Self-employed,17,Good,0.585212334,66595,4,New Josephshire,IA,Turkey,1,1,Low
18,Female,108602,799,5332,Auto,Employed,11,Poor,0.186855687,76312,3,East Maria,LA,Grenada,4,2,Medium
39,Male,112222,737,33130,Home,Employed,11,Excellent,0.425858605,245334,,East Oscar,ID,Azerbaijan,4,1,High
23,Female,116669,782,28263,Auto,Employed,14,Excellent,0.35701895,288793,,Martinezfurt,NE,Niue,,1,Low
22,Female,50268,764,19040,Business,Unemployed,19,Poor,0.597737364,124363,0,Juliebury,DE,San Marino,,1,Medium
64,Non-binary,80044,706,8392,Auto,Self-employed,6,Poor,0.506514339,187417,4,Paulashire,KS,British Virgin Islands,2,0,Low
35,Non-binary,31377,690,26570,Home,Unemployed,16,Good,0.402610126,111597,3,West Michael,MO,Rwanda,0,0,Low
36,Female,39750,649,12139,Auto,Employed,19,Fair,0.405760055,106118,3,Erinton,SD,Belarus,2,2,High
49,Non-binary,116093,723,42926,Home,Self-employed,4,Fair,0.212951981,40257,2,Smithview,IA,Sudan,,2,Medium
46,Female,46671,791,12092,Auto,Employed,2,Fair,0.120895298,105478,3,Susanmouth,VA,Mauritania,1,0,Low
53,Male,75210,629,46073,Auto,Self-employed,1,Poor,0.25279522,150556,0,West Anthony,PW,Saint Martin,0,2,Medium
50,Female,39623,782,9214,Home,Self-employed,3,Good,0.338953088,193342,2,North Peterfurt,CO,Turkey,0,0,Medium
37,Non-binary,65221,763,44264,Home,Unemployed,9,Excellent,0.301995926,196053,1,Lake Jonathan,KS,Anguilla,2,0,High
40,Non-binary,115833,734,6488,Auto,Employed,4,Excellent,0.233933227,26634,3,West Charles,KY,Bulgaria,,1,Medium
48,Non-binary,109364,668,15281,Auto,Unemployed,16,Good,0.167345235,296493,3,East Jason,RI,Mauritania,2,0,Low
41,Female,20185,670,37897,Business,Employed,8,Poor,0.335747279,258954,1,Moraleschester,ID,Equatorial Guinea,4,0,Medium
45,Female,28469,635,27982,Home,Unemployed,1,Good,0.576871939,168066,2,Lake Kelseymouth,PR,Ukraine,3,0,Low
43,Male,30002,614,36736,Home,Self-employed,16,Poor,0.43194053,146180,3,Lake Jillport,FM,Isle of Man,1,0,Low
26,Female,112199,647,42982,Home,Employed,13,Fair,0.105343069,228001,,South Gavinfort,VT,Saint Lucia,1,2,Low
57,Female,39121,641,40720,Auto,Unemployed,9,Fair,0.555054319,142231,2,Port Sarahshire,AK,Western Sahara,3,0,High
33,Female,29033,648,42112,Personal,Self-employed,1,Excellent,0.308766256,88385,1,Dawntown,AK,Serbia,2,2,Medium
68,Non-binary,88637,724,40076,Personal,Self-employed,19,Fair,0.460504411,104810,0,Hammondstad,OR,Ecuador,,1,High
67,Male,70806,600,22018,Business,Self-employed,9,Good,0.478277935,78437,2,Paynebury,MP,Vanuatu,3,0,Medium
35,Non-binary,80098,692,24119,Auto,Self-employed,16,Good,0.39801963,274489,0,Andrewborough,SC,Spain,2,1,Low
35,Male,73812,735,6562,Home,Employed,0,Good,0.479255625,153107,3,Lake Jermaineville,RI,United States Virgin Islands,2,0,Medium
55,Male,56380,758,40216,Personal,Self-employed,6,Excellent,0.149673226,179718,1,Riddleville,NM,Mexico,0,2,High
25,Male,62637,782,5785,Home,Employed,9,Excellent,0.439388451,274121,,Sherryhaven,AR,Armenia,3,1,Low
54,Male,117417,690,31631,Personal,Employed,8,Excellent,0.108748948,115543,4,Lake Helenshire,FM,Anguilla,0,2,Low
52,Male,77872,761,23358,Business,Unemployed,19,Poor,0.198099145,151650,4,Calderonberg,MS,Saint Kitts and Nevis,4,1,Medium
45,Non-binary,36127,701,40624,Home,Employed,3,Excellent,0.408645692,32098,3,Port Jerome,MS,Andorra,4,2,Medium
28,Female,55985,683,43661,Personal,Employed,13,Fair,0.435383283,247277,2,Kathleenmouth,WY,New Zealand,4,2,Low
28,Female,118979,777,38566,Home,Self-employed,2,Good,0.40848958,75226,3,Jamesside,TX,Liberia,0,1,Low
65,Female,32741,675,7917,Business,Self-employed,19,Excellent,0.376806601,133868,4,Lake Craigville,HI,Guam,,2,Medium
18,Female,104600,612,45506,Personal,Self-employed,2,Poor,0.317302498,232364,4,Burnettmouth,FL,Congo,0,1,Low
27,Male,100880,704,16656,Auto,Unemployed,13,Good,0.150136347,121449,0,South Jonathanhaven,DE,Micronesia,3,1,Low
31,Female,84796,670,42344,Home,Unemployed,3,Good,0.485949304,173406,3,Villegasmouth,MP,Saint Helena,1,0,Low
36,Non-binary,65984,781,23723,Home,Unemployed,7,Excellent,0.18694503,37657,4,Andersonville,LA,Singapore,,0,Medium
59,Male,40932,775,48703,Personal,Employed,18,Fair,0.31429093,176305,,Huynhshire,CA,Korea,,1,Low
45,Female,30935,668,29987,Auto,Self-employed,0,Good,0.43724482,148136,3,Amberside,SC,Yemen,2,2,Medium
41,Non-binary,106348,611,16284,Home,Employed,12,Good,0.282896618,281924,0,Brownborough,SC,Kiribati,1,1,Low
58,Female,93396,607,29464,Home,Employed,16,Fair,0.192853003,151725,,Juarezstad,NC,Austria,2,0,Medium
64,Non-binary,102307,799,11302,Auto,Self-employed,15,Excellent,0.448301541,215528,,Russellshire,WV,Swaziland,2,0,Low
60,Male,48805,737,13853,Business,Employed,6,Poor,0.278884656,149468,0,West Michaelberg,AK,New Zealand,1,2,Low
67,Male,44318,712,40535,Personal,Unemployed,8,Good,0.124930619,178284,,Lauriehaven,NY,Australia,4,2,Medium
32,Male,86473,758,22117,Auto,Unemployed,11,Good,0.191076446,222848,4,West Catherineport,KS,Trinidad and Tobago,3,1,High
44,Non-binary,98347,624,41759,Auto,Employed,13,Poor,0.153736244,124813,4,Elizabethmouth,SC,Ecuador,0,1,High
53,Male,90345,779,23181,Home,Self-employed,12,Fair,0.224792324,273425,0,Morgantown,SC,Gabon,1,1,Medium
64,Non-binary,70325,762,48903,Business,Self-employed,18,Fair,0.139648585,69319,4,West Deborah,MP,Christmas Island,0,1,Low
29,Female,31955,684,43989,Business,Unemployed,12,Poor,0.339846184,93732,4,East Taylor,AZ,Cape Verde,2,2,Medium
49,Male,41865,752,38445,Auto,Unemployed,19,Good,0.467941024,23278,0,Lisaside,KS,Belgium,3,0,Medium
39,Male,114182,788,29990,Business,Self-employed,8,Excellent,0.41174122,109842,4,Davisfort,AS,Andorra,4,0,Low
56,Non-binary,102318,620,34290,Home,Unemployed,3,Fair,0.286985992,79526,3,North Anthonyhaven,AL,Taiwan,,0,Low
29,Female,89254,742,32817,Personal,Unemployed,11,Excellent,0.42467678,76648,2,East Brianhaven,AZ,Serbia,,1,Low
35,Non-binary,101454,762,16768,Personal,Unemployed,0,Poor,0.161798915,59293,2,North Richard,VI,Azerbaijan,3,2,Medium
42,Male,115192,767,39562,Personal,Employed,18,Fair,0.166504847,240199,,Georgeshire,KS,Turkey,0,0,Low
43,Non-binary,92468,613,44035,Personal,Unemployed,5,Fair,0.348952539,194785,,Lake Elizabeth,NE,Madagascar,4,2,Low
53,Male,26107,634,5340,Personal,Unemployed,4,Poor,0.488739673,126173,1,Lake Franciscoport,SD,Bahamas,,1,Low
19,Non-binary,60148,701,21173,Home,Unemployed,8,Excellent,0.567660863,242488,2,Joshuatown,AL,Serbia,,0,Low
34,Male,60730,766,18024,Personal,Self-employed,10,Excellent,0.436476913,156665,,Kingshire,MI,Nepal,0,2,High
38,Female,84736,750,40252,Business,Employed,0,Excellent,0.296728131,106637,0,Sarahhaven,FL,Ghana,2,0,Low
43,Male,78209,756,38755,Home,Unemployed,13,Fair,0.138585759,194063,3,Ashleychester,OK,Bhutan,1,1,Low
38,Male,112064,688,10974,Home,Self-employed,15,Fair,0.337285966,81989,4,Francishaven,NJ,Cape Verde,0,2,Medium
31,Male,82103,689,35465,Auto,Self-employed,16,Fair,0.591013706,297612,1,Mcguirestad,MS,Wallis and Futuna,1,2,Low
41,Female,52788,793,40354,Business,Employed,2,Poor,0.269787918,160676,1,South Meganfort,WY,Haiti,3,2,Low
65,Non-binary,106934,663,6604,Business,Unemployed,15,Poor,0.303482204,179799,4,North Steven,NJ,Hong Kong,0,2,High
47,Non-binary,28002,683,46364,Personal,Self-employed,12,Poor,0.437179912,228557,1,Phillipschester,OK,Kyrgyz Republic,,2,Medium
20,Male,68110,740,38122,Auto,Unemployed,5,Poor,0.513125568,37388,2,Port Kristina,KY,Iraq,,1,Low
41,Non-binary,63805,795,7989,Business,Unemployed,11,Good,0.23936609,129977,,East Andresmouth,NJ,Korea,2,0,Low
34,Male,109666,669,39599,Business,Unemployed,3,Poor,0.504544475,204446,0,Veronicamouth,AS,Norway,1,0,Medium
50,Male,26677,751,14708,Business,Employed,7,Good,0.568656345,43175,2,South Michaelbury,SD,Namibia,2,1,Low
33,Non-binary,77993,674,41634,Business,Employed,16,Poor,0.184486089,297870,3,Port Hannah,CT,Mayotte,2,0,Medium
45,Female,107638,675,20023,Business,Unemployed,18,Fair,0.269524767,185101,,Arthurtown,PW,Portugal,2,2,High
63,Male,77367,725,40654,Auto,Self-employed,2,Good,0.533398668,101337,,West Brittany,NM,Bahamas,1,0,Medium
18,Male,65520,631,7489,Auto,Unemployed,3,Fair,0.32439398,138398,2,Cameronland,VA,Christmas Island,,0,Low
33,Non-binary,98411,662,12402,Business,Employed,2,Fair,0.293451986,88620,1,Joshuaton,GU,Poland,,0,Low
69,Male,114440,793,7385,Home,Unemployed,4,Poor,0.260296598,123055,4,Joshualand,NV,Mauritania,2,1,Medium
40,Male,23487,679,37928,Business,Employed,16,Good,0.548518531,287466,1,Lake Angelashire,IA,South Africa,0,2,Low
57,Male,96202,614,35214,Business,Self-employed,2,Excellent,0.105102513,83968,0,North Elizabethport,MT,Oman,0,2,Low
58,Female,69681,678,38486,Auto,Employed,5,Poor,0.320539968,263478,1,Langfort,OR,Grenada,3,1,Medium
43,Female,61798,653,16048,Auto,Employed,5,Fair,0.417949739,30769,1,Port Danielle,PR,Singapore,0,2,High
47,Female,78951,615,5741,Business,Unemployed,13,Good,0.387376652,163358,2,Markland,UT,Malawi,,2,Low
43,Male,115341,667,43640,Business,Employed,4,Good,0.556176885,98873,0,Lake Caitlin,MO,South Africa,3,1,Low
51,Non-binary,96286,616,40806,Personal,Unemployed,11,Good,0.218081795,191862,2,North Monique,IA,Yemen,,2,Low
38,Male,84877,794,42741,Business,Employed,2,Good,0.17454884,145375,0,South Dana,NM,Netherlands Antilles,1,1,Medium
38,Male,100138,628,43006,Business,Self-employed,2,Fair,0.1385471,117558,3,Teresafort,VI,Maldives,,0,Medium
66,Non-binary,47702,606,19471,Personal,Employed,8,Fair,0.457654669,236777,,West Zachary,IN,Kiribati,4,1,Medium
44,Male,91129,733,28923,Business,Self-employed,14,Poor,0.359394032,167719,0,Krausestad,MO,Somalia,1,0,Medium
20,Male,106643,777,20627,Personal,Unemployed,4,Poor,0.125001699,187132,,Samanthabury,MS,Puerto Rico,2,0,Low
33,Female,23260,675,32826,Home,Unemployed,15,Fair,0.520563804,157830,2,Angelashire,KY,Montenegro,3,1,Low
68,Non-binary,96028,628,33670,Auto,Employed,14,Excellent,0.261733238,226070,4,Amandashire,MO,Nigeria,0,1,High
66,Male,106181,791,41748,Personal,Self-employed,1,Good,0.126327971,125555,0,Ericmouth,LA,Serbia,3,1,Medium
25,Non-binary,39861,607,16292,Business,Self-employed,11,Fair,0.578177206,102529,4,South Jeffrey,KY,Argentina,,0,Low
29,Male,44325,759,8667,Personal,Employed,17,Fair,0.180654957,116520,4,Marieview,CO,Svalbard & Jan Mayen Islands,0,0,Medium
50,Non-binary,38243,768,6526,Home,Employed,11,Excellent,0.401038255,71650,3,Garciachester,MS,Samoa,1,2,Low
43,Male,50331,743,19996,Home,Unemployed,5,Fair,0.447922929,125622,1,Beckview,IL,El Salvador,2,0,Medium
53,Male,109622,644,19008,Business,Unemployed,13,Good,0.348430763,113344,2,New Scottburgh,KY,Dominica,4,1,Low
26,Non-binary,46597,620,42293,Personal,Self-employed,7,Good,0.354730426,137565,1,Thompsonborough,VA,Dominican Republic,2,0,Low
67,Non-binary,117739,732,36335,Personal,Self-employed,18,Poor,0.531414055,203932,4,West Brent,NE,Netherlands Antilles,2,0,Medium
60,Female,72483,774,39729,Personal,Unemployed,5,Excellent,0.129155499,203978,2,East Michelleland,DC,Russian Federation,4,1,High
60,Male,102862,731,13175,Home,Unemployed,15,Poor,0.449028058,258169,,Erikfurt,AR,Denmark,4,0,Low
67,Male,107340,722,17072,Business,Self-employed,18,Excellent,0.523808245,44099,2,Dorothyshire,KS,Senegal,4,1,Medium
39,Non-binary,118637,629,32447,Personal,Self-employed,11,Poor,0.215564319,58746,4,South Roy,OR,Bulgaria,,0,High
19,Female,110502,655,39218,Auto,Self-employed,1,Good,0.440230337,285565,3,Phillipsville,AL,Montserrat,4,0,Low
20,Female,37458,623,20297,Auto,Employed,14,Good,0.515530501,265360,4,Cookeview,ID,Cocos (Keeling) Islands,3,1,Low
36,Female,79507,739,39825,Home,Unemployed,8,Fair,0.26667546,114379,1,Baileyburgh,NY,Western Sahara,3,2,Low
41,Female,78973,711,13293,Auto,Self-employed,10,Good,0.312219324,168134,0,West Josehaven,MA,Sri Lanka,4,2,Low
39,Female,50029,735,41000,Auto,Employed,6,Poor,0.373572575,36542,,Brittanyshire,NE,Cambodia,2,2,Low
66,Male,41292,627,38343,Home,Self-employed,8,Fair,0.519535087,224860,4,Edwardshaven,KY,Guatemala,0,1,Low
60,Female,101259,635,5594,Personal,Self-employed,9,Excellent,0.158052955,262368,3,Susanchester,PA,Angola,1,2,Medium
60,Non-binary,78017,689,5201,Business,Employed,16,Poor,0.295911498,295670,2,Masseyshire,PW,Switzerland,1,1,Low
38,Non-binary,104458,688,17609,Business,Self-employed,18,Fair,0.239254533,245863,1,Jenniferstad,IA,Niger,4,2,Low
37,Male,63352,655,24531,Business,Unemployed,13,Poor,0.117715842,141533,1,West Christopherland,GU,Ecuador,3,1,High
49,Non-binary,112995,617,8923,Auto,Unemployed,14,Good,0.404957686,277622,0,Phillipsburgh,NY,Gambia,0,0,Low
29,Non-binary,62213,719,16036,Personal,Self-employed,18,Fair,0.104980266,173093,4,New Marioberg,FM,Uzbekistan,0,1,Low
